Census Tract,Total Population,California County,ZIP,"Nearby City 
(to help approximate location only)",Longitude,Latitude,CES 3.0 Score, CES 3.0 Percentile,"CES 3.0 
Percentile Range",SB 535 Disadvantaged Community,Ozone,Ozone Pctl,PM2.5,PM2.5 Pctl,Diesel PM,Diesel PM Pctl,Drinking Water,Drinking Water Pctl,Pesticides,Pesticides Pctl,Tox. Release,Tox. Release Pctl,Traffic,Traffic Pctl,Cleanup Sites,Cleanup Sites Pctl,Groundwater Threats,Groundwater Threats Pctl,Haz. Waste,Haz. Waste Pctl,Imp. Water Bodies,Imp. Water Bodies Pctl,Solid Waste,Solid Waste Pctl,Pollution Burden,Pollution Burden Score,Pollution Burden Pctl,Asthma,Asthma Pctl,Low Birth Weight,Low Birth Weight Pctl,Cardiovascular Disease,Cardiovascular Disease Pctl,Education,Education Pctl,Linguistic Isolation,Linguistic Isolation Pctl,Poverty,Poverty Pctl,Unemployment,Unemployment Pctl,Housing Burden,Housing Burden Pctl,Pop. Char. ,Pop. Char. Score,Pop. Char. Pctl
6059042311,5996,Orange ,92675,San Juan Capistrano,-117.6810904,33.4940632,11.77,16.95,15-20%,No,0.048,60.88,8.69794377,30.70,11.943,34.65,442.76,45.37,0.04,14.20,1485.167143,64.31,543.23,35.41,2.6,30.15,9,46.01,0.035,18.05,11,89.54,6,78.52,44.68,5.50,57.85,22.2,11.13,3.03,9.18,4.85,11.28,7.1,28.43,1.7,11.52,17,20.39,8.9,46.86,17.2,46.43,20.63,2.14,8.92
6061022013,2934,Placer ,95701,Alta,-120.7181379,39.2241768,11.77,16.94,15-20%,No,0.055,77.87,6.18286598,7.76,2.694,7.80,500.28,53.12,1.08,39.44,0.00435496,0.42,404.84,21.41,2,27.29,15.35,62.08,0.1,43.11,3,41.15,12.5,92.74,37.55,4.63,38.68,15.07,3.37,5.47,65.09,2.81,0.42,4.6,17.85,0,0.00,26.5,38.69,9.8,54.39,11.7,19.64,24.54,2.54,13.33
6065045120,4580,Riverside ,92253,La Quinta,-116.3048264,33.6834927,11.77,16.93,15-20%,No,0.062,91.10,7.85958451,17.81,4.360,12.11,558.52,59.07,0.00,0.00,0.114173722,2.64,334.03,14.89,4,39.00,0,0.00,0,0.00,0,0.00,0,0.00,21.42,2.64,4.69,30.7,26.46,3.73,20.43,7.39,42.55,16,54.38,4.9,35.77,52.9,76.72,7.4,32.87,26.8,81.19,43.00,4.46,39.32
6085508001,7377,Santa Clara,95014,Cupertino,-122.0226572,37.3166376,11.77,16.91,15-20%,No,0.035,16.94,10.37,52.61,17.206,52.41,551.27,57.74,0.00,0.00,317.2636294,43.03,556.57,37.02,26.5,88.58,15,61.45,0.45,74.24,0,0.00,0,0.00,39.69,4.89,44.13,10.11,0.72,4.38,35.41,4.78,10.60,3.9,14.50,12.5,67.75,11.4,9.35,5.7,18.33,16.8,44.26,23.21,2.41,11.62
6085508401,6834,Santa Clara,94087,Sunnyvale,-122.0562245,37.3626565,11.76,16.90,15-20%,No,0.035,16.94,10.37,52.61,23.235,71.19,543.42,56.87,0.00,0.00,230.7069456,39.16,1094.26,71.46,0.1,2.01,9.25,46.39,0.05,25.76,4,48.80,0,0.00,37.55,4.63,38.69,14.63,2.97,5.61,68.47,4.96,12.18,6.7,26.73,6.1,42.30,7.4,3.31,4.2,7.50,13,25.97,24.52,2.54,13.28
6083003005,4999,Santa Barbara,93110,Santa Barbara,-119.784079,34.4366709,11.76,16.89,15-20%,No,0.040,25.87,4.50614746,1.86,8.885,25.30,179.52,13.38,0.95,38.33,0.00938386,0.85,1130.22,72.90,0,0.00,10.5,50.78,0.01,8.56,5,55.01,4.5,70.12,29.30,3.61,18.02,30.73,26.51,4.86,48.52,3.71,2.88,17.3,56.89,3.8,28.62,29.6,44.17,6.2,22.33,14.4,32.25,31.41,3.26,21.97
6075010200,4143,San Francisco,94109,San Francisco,-122.4229252,37.8058607,11.75,16.87,15-20%,No,0.030,7.58,8.69794377,30.70,73.970,98.78,309.86,33.00,0.00,0.00,258.7710207,40.58,708.87,50.76,12.75,71.32,16.35,63.97,0.295,68.25,11,89.54,0,0.00,44.43,5.47,57.21,43.16,46.43,4.42,36.42,4.39,7.29,1.6,3.77,1.1,6.69,12.1,10.79,2.8,1.98,14.7,33.56,20.70,2.15,8.98
6059062649,3257,Orange ,92651,Laguna Beach,-117.7535469,33.6016816,11.75,16.86,15-20%,No,0.048,60.88,8.69794377,30.70,7.348,20.25,423.31,43.93,0.00,0.00,3617.666333,75.59,827.47,58.84,0,0.00,0,0.00,0.05,25.76,2,29.25,0.2,9.08,31.91,3.93,24.12,15.6,3.72,4.08,28.10,3.28,1.45,5.4,21.30,5.3,38.39,23,32.46,12.7,74.37,21.8,66.21,28.82,2.99,18.54
6071011204,1271,San Bernardino,92314,Big Bear City,-116.8619415,34.2352744,11.74,16.85,15-20%,No,0.068,100.00,7.85958451,17.81,0.596,2.28,321.53,34.29,0.00,0.00,12.90547912,9.94,NA,NA,0,0.00,0,0.00,0,0.00,4,48.80,1.25,36.52,23.95,2.95,7.88,32.64,29.65,NA,NA,8.44,56.50,3.1,10.74,3,22.52,31.8,47.68,4.3,8.06,26,79.40,38.38,3.98,32.24
6001450501,3129,Alameda ,94568,Dublin,-121.9419571,37.7068544,11.74,16.84,15-20%,No,0.038,22.34,8.69794377,30.70,39.727,93.01,168.15,10.59,0.00,0.00,339.0208425,44.11,629.64,44.30,7,52.46,17.05,65.84,0.1,43.11,0,0.00,0,0.00,34.10,4.20,29.43,31.79,28.36,4.2,30.85,7.6,45.12,NA,NA,7.3,47.83,10.8,8.42,4.1,6.94,10.2,13.28,26.95,2.79,16.21
6111005911,3854,Ventura ,91361,Westlake Village,-118.8899584,34.1696864,11.74,16.82,15-20%,No,0.048,60.88,9.53630303,40.92,7.621,21.13,364.02,37.87,0.07,18.73,98.12262426,25.16,1927.26,90.11,1,17.97,0,0.00,0,0.00,11,89.54,0,0.00,35.24,4.34,32.71,16.79,4.87,4.06,27.59,5.95,23.19,2.1,5.93,2,13.97,20,26.65,13.9,79.82,16.3,41.57,26.07,2.70,15.21
6017030704,5961,El Dorado,95682,Shingle Springs,-120.9950293,38.5829792,11.73,16.81,15-20%,No,0.053,73.93,8.69794377,30.70,1.086,3.70,210.73,16.48,0.09,20.05,16.57172518,10.86,443.34,25.13,21.25,84.51,15,61.45,0.6,80.61,4,48.80,3,61.92,39.71,4.89,44.21,21.93,10.61,4.03,26.89,6.15,25.73,2.5,7.92,1.3,8.25,17.9,22.33,11.3,65.55,12.1,21.74,23.12,2.40,11.41
6097153704,3728,Sonoma ,95446,Guerneville,-123.0092064,38.533659,11.72,16.80,15-20%,No,0.033,11.08,5.95965974,4.84,0.363,1.27,384.35,40.63,13.76,61.11,14.48689868,10.38,258.5,9.14,0,0.00,7,39.42,0,0.00,5,55.01,4.25,69.11,24.09,2.97,8.13,45.36,50.22,3.94,24.64,4.84,11.23,5.5,21.83,1,5.85,37.1,55.31,12.6,73.59,26.7,80.99,38.11,3.95,31.81
6001404102,2283,Alameda ,94611,Oakland,-122.2510667,37.8260219,11.72,16.79,15-20%,No,0.030,7.58,8.69794377,30.70,54.340,96.71,70.60,4.47,0.00,0.00,391.1998137,46.79,421.88,23.07,9,59.85,40.75,88.07,0,0.00,0,0.00,0,0.00,29.80,3.67,19.19,34.14,31.79,3.75,20.89,5.42,16.87,5.9,23.50,13.7,71.35,19.7,26.12,8.3,41.43,13.8,29.56,30.79,3.19,21.11
6001403800,3461,Alameda ,94610,Oakland,-122.2416233,37.8148343,11.72,16.77,15-20%,No,0.030,7.58,8.69794377,30.70,54.340,96.71,70.60,4.47,0.00,0.00,373.1609215,45.83,945.68,64.90,0,0.00,20,71.07,0,0.00,2,29.25,0,0.00,30.52,3.76,20.85,56.26,64.51,4.75,45.23,5.98,23.70,3.6,13.20,3.9,29.29,12.7,11.70,5,12.69,9.6,11.34,30.06,3.12,20.29
6073013505,4725,San Diego,91978,Spring Valley,-116.9642155,32.7373196,11.72,16.76,15-20%,No,0.044,40.49,11.63,69.14,8.390,23.76,352.21,36.82,0.00,0.00,139.0584583,29.47,724.75,52.05,0,0.00,0.2,0.33,0.1,43.11,0,0.00,0,0.00,26.87,3.31,12.93,29.61,24.44,4.81,47.02,4.89,11.57,5.4,21.30,2.8,20.88,27.9,41.27,12.6,73.59,17.1,45.93,34.13,3.54,25.50
6085503323,4688,Santa Clara,95148,San Jose,-121.7916431,37.3336993,11.71,16.75,15-20%,No,0.038,22.34,10.37,52.61,7.773,21.68,407.40,42.66,0.01,8.62,154.5850277,31.34,326.76,14.30,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,18.43,2.27,1.95,30.66,26.33,6.95,90.07,6.6,31.64,14.3,50.61,8.4,52.90,18.1,22.77,10.4,59.12,21.5,65.14,49.73,5.16,49.59
6111005401,4073,Ventura ,93010,Camarillo,-119.0320318,34.2331848,11.70,16.74,15-20%,No,0.046,53.02,9.53630303,40.92,11.642,33.54,582.69,61.37,45.54,70.50,83.65991898,23.86,341.69,15.55,0,0.00,0,0.00,0.01,8.56,0,0.00,0,0.00,29.02,3.57,17.50,35.51,34.37,3.89,23.62,9.29,66.49,7.7,30.87,1.2,7.44,13.2,12.68,7.3,32.10,12.8,24.99,31.56,3.27,22.11
6037701501,4986,Los Angeles,90403,Santa Monica,-118.4904213,34.0281567,11.69,16.72,15-20%,No,0.046,53.02,12.05,81.66,20.450,62.95,307.71,32.88,0.00,0.00,1117.87214,61.32,972.76,66.34,0.7,10.71,1.3,6.22,0.16,55.09,5,55.01,0,0.00,42.58,5.24,51.92,24.72,15.53,3.54,17.08,4.42,7.51,2.5,7.92,4,30.14,17.4,21.27,8.3,41.43,17.4,47.33,21.50,2.23,9.86
6001441925,6159,Alameda ,94538,Fremont,-121.9630732,37.5500775,11.69,16.71,15-20%,No,0.035,16.94,9.1171234,32.61,17.009,51.80,83.53,7.30,0.00,0.00,122.0809767,27.45,474.21,28.24,6.3,49.01,4,26.91,0.035,18.05,0,0.00,0,0.00,21.92,2.70,5.25,59.75,68.84,5.33,61.58,9.54,69.36,3,10.24,8.4,52.90,8.4,4.63,4.5,9.37,8.3,7.46,41.76,4.33,37.14
6037910209,4397,Los Angeles,93551,Palmdale,-118.1984139,34.6069598,11.68,16.70,15-20%,No,0.062,91.10,6.18286598,7.76,3.721,10.55,845.09,92.64,0.00,0.00,10.93547611,9.22,551.25,36.38,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,23.59,2.91,7.43,43.18,46.50,3.57,17.66,10.67,80.01,8.6,34.63,7,46.49,16.1,18.44,8.6,44.04,6.6,3.88,38.78,4.02,32.77
6037269500,4043,Los Angeles,90034,Los Angeles,-118.3938372,34.0434085,11.68,16.69,15-20%,No,0.046,53.02,12.05,81.66,25.448,77.14,587.51,61.97,0.00,0.00,1654.39523,65.59,1038.27,69.36,1.25,20.18,7.75,41.48,0.05,25.76,0,0.00,0,0.00,44.75,5.51,58.06,27.03,19.70,4.15,29.74,6.67,32.63,2.4,7.42,4.3,32.20,7.1,3.05,5.2,14.15,9.4,10.75,20.44,2.12,8.65
6027000100,2757,Inyo ,93514,Bishop,-118.2425011,37.3448259,11.68,16.67,15-20%,No,0.062,91.10,4.50614746,1.86,0.162,0.46,620.13,69.98,0.00,1.80,0.002601675,0.29,158.99,3.62,0,0.00,3,21.88,0.01,8.56,0,0.00,0.7,22.64,19.64,2.42,2.90,51.43,58.12,5.1,54.98,8.77,60.38,12.8,47.25,4.9,35.77,21.2,29.15,5.1,13.48,18.1,50.70,46.55,4.83,44.91
6037621324,3842,Los Angeles,90277,Redondo Beach,-118.3900604,33.8340991,11.68,16.66,15-20%,No,0.044,40.49,12.05,81.66,13.925,42.35,237.22,23.64,0.00,0.00,5886.031811,84.15,866.16,60.93,0,0.00,0,0.00,0.1,43.11,8,76.39,0,0.00,39.70,4.89,44.16,26.64,18.96,4.66,42.80,7.32,41.65,3,10.24,1.3,8.25,18.6,23.72,4.2,7.50,8.5,8.12,23.02,2.39,11.26
6067005702,4795,Sacramento ,95864,Sacramento,-121.3743962,38.5863007,11.67,16.65,15-20%,No,0.051,69.23,9.53630303,40.92,9.839,28.31,804.78,89.91,0.00,0.00,199.9254735,35.79,916.83,63.42,0,0.00,15,61.45,0.025,15.68,7,71.61,0,0.00,41.12,5.06,47.94,46.74,52.05,2.69,5.91,7.41,42.79,3.1,10.74,0.8,4.29,10.5,7.81,7.2,30.90,3.7,0.58,22.22,2.30,10.54
6073021202,3156,San Diego,91901,Alpine,-116.647342,32.8244867,11.66,16.64,15-20%,No,0.051,69.23,12.47,83.99,0.617,2.43,896.47,95.35,0.00,0.00,48.20498425,18.76,209.59,6.00,0,0.00,4,26.91,0,0.00,6,63.17,6,78.52,37.50,4.62,38.57,23.81,13.74,3.9,23.93,5.72,20.20,8.1,32.58,0.7,3.45,29.9,44.68,8.7,44.97,12,21.22,24.33,2.52,12.99
6075047701,4334,San Francisco,94121,San Francisco,-122.4840627,37.7782506,11.65,16.62,15-20%,No,0.030,7.58,7.85958451,17.81,39.920,93.29,171.20,12.94,0.00,0.00,224.6415204,38.56,488.42,29.55,1.4,21.31,0,0.00,0,0.00,10,85.78,0,0.00,26.16,3.22,11.72,23.94,14.00,4.66,42.80,5.57,18.56,13.5,48.91,24.1,89.55,25.6,37.25,5.7,18.33,13.7,29.06,34.87,3.62,26.72
6087121700,7458,Santa Cruz,95010,Capitola,-121.9654587,36.974907,11.65,16.61,15-20%,No,0.035,16.94,7.85958451,17.81,12.950,38.67,445.46,46.06,0.17,25.24,25.5113339,13.49,721.92,51.79,1.2,19.79,23.5,75.32,0.05,25.76,7,71.61,0,0.00,32.83,4.04,26.29,34.81,33.08,2.84,7.24,4.36,7.03,9,35.96,2.3,16.65,26.8,39.28,8.5,43.10,21.2,63.94,27.78,2.88,17.13
6085512001,6774,Santa Clara,95138,San Jose,-121.7683503,37.2569417,11.65,16.60,15-20%,No,0.038,22.34,10.37,52.61,7.835,21.79,573.01,60.38,0.00,0.00,73.18863847,22.71,2179.1,92.62,22.8,85.68,2.5,15.44,4.05,95.64,2,29.25,0,0.00,41.02,5.05,47.58,23.62,13.43,4.1,28.49,5.06,13.22,4.2,15.76,6.2,42.85,9.9,6.84,8.1,39.54,12.9,25.51,22.24,2.31,10.56
6001442200,6875,Alameda ,94539,Fremont,-121.9421767,37.5345605,11.65,16.58,15-20%,No,0.035,16.94,9.53630303,40.92,27.455,80.98,279.92,29.26,0.03,13.47,127.0993245,28.00,1414.17,81.03,33.7,92.10,17,65.79,2.55,93.38,0,0.00,0,0.00,44.43,5.47,57.19,20.59,8.76,4.24,31.95,6.4,29.06,4.1,15.28,5.8,40.87,7.7,3.72,5.7,18.33,9.4,10.75,20.52,2.13,8.80
6113010607,4095,Yolo ,95618,Davis,-121.7025621,38.5403403,11.65,16.57,15-20%,No,0.044,40.49,8.27876414,20.16,5.574,15.21,862.08,93.44,52.14,71.54,46.06212902,18.22,942.71,64.69,24.5,87.16,15.6,62.58,0.05,25.76,2,29.25,2.5,57.18,48.30,5.95,67.72,23.31,12.88,4.23,31.71,4.78,10.60,1.6,3.77,2.6,19.17,20.5,27.77,6,20.60,12.9,25.51,18.88,1.96,7.15
6053014105,2688,Monterey ,93933,Marina,-121.7650077,36.6605317,11.63,16.56,15-20%,No,0.035,16.94,5.34450672,3.92,2.776,8.13,542.29,56.80,1848.19,92.14,0.592709425,4.25,205.23,5.70,12,69.39,31.5,82.95,0.125,49.42,14,94.41,5.5,75.64,42.68,5.26,52.13,19.1,7.08,1.89,1.74,3.52,2.08,3.5,12.73,3.1,23.28,40.5,60.30,4.3,8.06,31.8,90.72,21.33,2.21,9.61
6093001200,1409,Siskiyou ,35,Modoc Shasta Klamath for,-121.8260568,41.4116025,11.62,16.55,15-20%,No,0.044,40.49,4.87560662,1.97,0.120,0.31,242.19,24.41,0.77,36.81,8.43E-02,2.39,87.54,0.89,0,0.00,8,42.85,0,0.00,0,0.00,8,85.57,18.78,2.31,2.28,30.62,26.23,NA,NA,10.97,82.43,8.4,33.76,0.5,1.63,39.1,58.16,14,80.26,15.8,39.08,48.46,5.03,47.71
6059099408,4332,Orange ,92649,Huntington Beach,-118.0371737,33.7226068,11.62,16.53,15-20%,No,0.044,40.49,11.21,66.23,8.156,22.99,237.10,23.50,0.00,0.00,10360.35973,94.03,580.28,39.47,11.75,66.42,4.5,28.72,0.17,55.48,3,41.15,0,0.00,40.09,4.94,45.10,25.28,16.74,3.51,16.62,7,37.28,6.5,25.95,1.2,7.44,17.7,21.91,7.8,36.77,11.1,17.12,22.69,2.35,10.88
6097153804,3239,Sonoma ,95492,Windsor,-122.8126591,38.5565372,11.62,16.52,15-20%,No,0.033,11.08,9.15382387,32.66,11.837,34.32,394.69,41.42,16.63,62.71,30.42747568,14.70,568.2,38.30,0,0.00,10,49.69,0.5,76.85,2,29.25,0.5,20.49,34.15,4.21,29.63,34.9,33.24,4.98,51.84,7.52,44.11,6,23.83,0,0.00,15.5,17.26,3.4,3.92,7.7,6.04,26.64,2.76,15.85
6073015501,4955,San Diego,92021,El Cajon,-116.8631385,32.8179291,11.62,16.51,15-20%,No,0.048,60.88,11.21,66.23,3.735,10.59,349.69,36.61,0.25,27.70,96.35748606,25.03,604.02,41.95,0,0.00,6.5,37.72,0.05,25.76,1,15.26,0,0.00,30.87,3.80,21.54,47,52.60,4.08,28.10,6.36,28.40,9.5,37.48,1.5,9.85,27.1,39.92,5.4,15.84,9.1,9.76,29.47,3.06,19.59
6075010900,4320,San Francisco,94109,San Francisco,-122.4205531,37.7980418,11.62,16.50,15-20%,No,0.030,7.58,8.69794377,30.70,73.970,98.78,171.20,12.94,0.00,0.00,250.3483254,40.20,628.54,44.19,3.9,36.25,4.6,28.85,0.21,61.56,11,89.54,0,0.00,36.74,4.52,36.50,49.17,55.14,3.92,24.43,4.95,12.11,3.2,11.20,8,51.09,16.2,18.69,2,0.95,10.1,12.86,24.76,2.57,13.58
6013335000,3358,Contra Costa,94518,Concord,-122.0202412,37.9690383,11.62,16.48,15-20%,No,0.038,22.34,7.85958451,17.81,15.210,46.45,76.79,5.25,0.00,0.00,953.7128218,59.73,687.2,49.10,4,39.00,8,42.85,0,0.00,1,15.26,0,0.00,25.59,3.15,10.85,46.53,51.74,3.72,20.27,6.08,25.00,3.6,13.20,5.7,40.39,25.4,36.86,8,38.51,21.4,64.81,35.55,3.69,27.86
6037264000,3358,Los Angeles,90049,Los Angeles,-118.4815022,34.0545499,11.62,16.47,15-20%,No,0.046,53.02,11.63,69.14,6.575,17.85,585.90,61.68,0.00,0.00,1148.589403,61.59,746.56,53.49,0,0.00,3,21.88,0.1,43.11,2,29.25,0,0.00,36.45,4.49,35.68,14.56,2.90,6.57,85.84,4.93,11.91,2.5,7.92,2.4,17.53,10,7.04,5.8,19.25,13.9,30.01,24.95,2.59,13.85
6013334001,3749,Contra Costa,94521,Concord,-122.0017551,37.9631631,11.61,16.46,15-20%,No,0.038,22.34,7.85958451,17.81,13.191,39.71,76.79,5.25,0.00,0.00,895.2799215,59.03,598.25,41.36,0,0.00,21,72.43,0,0.00,0,0.00,0,0.00,22.50,2.77,6.15,40.98,43.60,4.88,49.03,5.82,21.59,10.9,42.01,6.8,45.65,20.3,27.37,9.6,52.82,17.1,45.93,40.41,4.19,35.19
6073020807,2599,San Diego,92065,Ramona,-116.8231087,33.072914,11.61,16.45,15-20%,No,0.050,64.80,9.95548266,42.86,0.662,2.64,1020.97,98.84,0.23,26.97,4.884902179,6.85,233.61,7.38,0,0.00,4,26.91,0,0.00,6,63.17,6,78.52,35.08,4.32,32.31,25.09,16.17,3.73,20.43,7.13,39.04,13.3,48.40,1,5.85,18.3,23.14,8.5,43.10,10,12.49,25.90,2.69,14.96
6013333101,4091,Contra Costa,94521,Concord,-121.9701205,37.9649061,11.59,16.43,15-20%,No,0.038,22.34,7.85958451,17.81,7.856,21.94,76.79,5.25,0.00,0.00,795.9299159,57.63,568.17,38.29,12,69.39,1.5,8.85,0,0.00,2,29.25,0,0.00,22.72,2.80,6.36,59.66,68.76,2.26,3.27,8.67,59.07,10.7,41.61,5,36.38,27,39.70,6.7,26.31,15.4,36.94,39.94,4.14,34.38
6085509106,4171,Santa Clara,94086,Sunnyvale,-122.0504683,37.378603,11.59,16.42,15-20%,No,0.035,16.94,10.37,52.61,22.670,68.91,541.43,56.68,0.00,0.00,248.0073531,40.12,626.7,44.00,9.95,61.86,37.55,86.40,0.575,79.59,0,0.00,0,0.00,41.79,5.15,49.94,19.63,7.79,3.04,9.29,4.81,10.90,8.9,35.74,17,78.90,15.2,16.67,6.5,24.66,10.5,14.52,21.71,2.25,10.04
6061021203,6536,Placer ,95650,Loomis,-121.1999804,38.8271204,11.59,16.41,15-20%,No,0.053,73.93,7.85958451,17.81,9.426,27.06,72.82,4.74,0.50,32.72,18.67013786,11.45,713.93,51.16,22,85.13,17.75,66.68,0.05,25.76,0,0.00,1.5,39.33,35.31,4.35,32.82,26.16,18.10,3.25,12.44,6.08,25.00,3.6,13.20,0,0.00,12.9,12.07,12.6,73.59,21.6,65.55,25.70,2.66,14.71
6073016613,1860,San Diego,92071,Santee,-117.0043675,32.8456215,11.59,16.40,15-20%,No,0.044,40.49,10.37,52.61,10.340,29.60,316.87,33.90,0.00,0.00,80.22233428,23.47,418.16,22.75,0,0.00,10,49.69,0.11,45.80,9,80.63,0.4,12.36,31.88,3.93,24.07,38.81,40.07,3.45,15.76,7.98,50.41,7.5,30.00,0.7,3.45,17.2,20.89,9.1,48.58,7,4.57,28.46,2.95,18.12
6061020200,6146,Placer ,95631,Foresthill,-120.5640417,39.0828051,11.58,16.38,15-20%,No,0.053,73.93,5.76368635,4.73,0.741,3.02,383.61,40.51,0.07,18.42,3.484085415,6.34,103.36,1.29,15,77.07,6,36.38,0,0.00,2,29.25,12,92.17,29.78,3.67,19.14,26.24,18.29,2.03,2.19,7.14,39.17,8.2,33.01,0,0.00,25.9,37.66,12.2,71.24,21,63.20,30.45,3.16,20.72
6029005402,5094,Kern ,93555,Ridgecrest,-117.6877306,35.6298168,11.58,16.37,15-20%,No,0.057,82.10,6.18286598,7.76,6.559,17.78,335.66,35.34,0.00,0.00,0.813924547,4.71,247.57,8.18,6.25,48.98,2.5,15.44,0.06,28.04,0,0.00,1,32.80,23.20,2.86,6.94,60.93,70.12,2.43,4.17,20.34,99.83,9.5,37.48,2.5,18.38,27,39.70,3.1,2.84,5.6,2.26,39.08,4.05,33.12
6067008204,4495,Sacramento ,95662,Orangevale,-121.2349624,38.6713445,11.58,16.36,15-20%,No,0.055,77.87,8.69794377,30.70,7.430,20.44,264.43,26.52,0.00,5.33,28.78654062,14.32,933.81,64.27,0,0.00,10,49.69,0.1,43.11,0,0.00,0,0.00,28.99,3.57,17.41,34.89,33.23,2.27,3.34,7.37,42.31,8,32.15,0,0.00,20.9,28.60,13.2,76.86,16.7,43.59,31.27,3.24,21.83
6059062648,2774,Orange ,92637,Laguna Woods,-117.7378821,33.6110236,11.57,16.35,15-20%,No,0.048,60.88,8.69794377,30.70,13.523,40.92,228.75,22.76,0.00,0.00,3385.089123,74.67,578.85,39.34,0,0.00,3,21.88,0.025,15.68,2,29.25,1,32.80,32.29,3.98,25.15,27.34,20.31,NA,NA,5.9,22.57,3.4,12.25,4.7,34.53,23.6,33.75,1.3,0.36,33,92.51,28.06,2.91,17.51
6061021130,2641,Placer ,95765,Rocklin,-121.2687886,38.8098522,11.57,16.33,15-20%,No,0.053,73.93,7.85958451,17.81,13.620,41.22,72.22,4.71,0.00,0.00,27.99217883,14.16,292.16,11.48,0,0.00,0,0.00,0,0.00,3,41.15,0,0.00,18.30,2.25,1.88,28.42,22.37,6.67,87.03,7.64,45.82,5,19.71,2.9,21.80,39.8,59.35,11.6,67.42,22.3,68.05,49.50,5.13,49.24
6051000101,3463,Mono ,93514,Bishop,-118.5813604,37.6888353,11.57,16.32,15-20%,No,0.062,91.10,1.65108149,0.01,0.069,0.12,465.84,47.65,0.64,34.83,0.049612209,2.01,77,0.58,1,17.97,5,32.03,0,0.00,6,63.17,21.25,97.69,30.85,3.80,21.47,28.74,23.08,5.33,61.58,5.68,19.85,7,28.00,1.5,9.85,32.1,48.15,NA,NA,9,9.47,29.35,3.04,19.28
6097151310,6143,Sonoma ,94928,Rohnert Park,-122.6825544,38.3392841,11.56,16.31,15-20%,No,0.030,7.58,6.18286598,7.76,15.085,45.94,550.59,57.62,0.00,0.00,137.2230079,29.21,313.07,13.28,0,0.00,0,0.00,0.1,43.11,4,48.80,0.5,20.49,22.86,2.82,6.53,38.83,40.09,3.28,12.85,6.6,31.64,11,42.30,6.6,44.77,27.4,40.39,12.3,71.82,19.2,55.59,39.59,4.11,33.85
6059032003,4852,Orange ,92691,Mission Viejo,-117.6672345,33.6050678,11.56,16.29,15-20%,No,0.050,64.80,8.69794377,30.70,13.080,39.22,228.53,22.60,0.52,33.07,2715.425568,71.79,430.12,23.79,0,0.00,13.5,57.60,0,0.00,0,0.00,0,0.00,31.07,3.83,22.08,28.55,22.57,4.57,40.59,7.47,43.47,7.3,29.25,2.2,15.68,12.4,11.23,8.2,40.51,11,16.78,29.12,3.02,18.99
6037141700,3091,Los Angeles,90210,Beverly Hills,-118.4376439,34.1379878,11.54,16.28,15-20%,No,0.051,69.23,11.63,69.14,9.733,28.05,618.05,69.85,0.00,0.00,1117.038992,61.31,1134.29,73.05,0,0.00,2.8,16.20,0,0.00,6,63.17,0,0.00,40.59,5.00,46.47,17.4,5.40,5.64,69.28,5.73,20.35,2.2,6.43,2,13.97,5.1,1.07,8.1,39.54,6.3,3.26,22.26,2.31,10.61
6017030505,2704,El Dorado,96150,South Lake Tahoe,-119.9583769,38.8426463,11.53,16.27,15-20%,No,0.053,73.93,3.6677882,0.31,0.428,1.61,552.86,57.90,0.00,0.00,6.739832078,7.45,291.37,11.42,0,0.00,11,52.05,0,0.00,5,55.01,7,82.83,27.19,3.35,13.64,16.4,4.35,6.62,86.57,3.71,2.88,5.6,22.23,0,0.00,18.9,24.40,12.7,74.37,19,54.70,33.20,3.44,24.16
6017031302,4701,El Dorado,95726,Pollock Pines,-120.5987224,38.7682537,11.53,16.26,15-20%,No,0.055,77.87,5.64670297,4.05,0.694,2.84,145.87,9.22,0.46,32.13,0.355121317,3.74,257.19,9.02,0,0.00,7,39.42,0,0.00,2,29.25,1.25,36.52,20.24,2.49,3.46,34.68,32.86,4.82,47.28,6.87,35.49,13.5,48.91,0,0.00,39.6,59.07,10.6,60.55,28.5,84.82,44.61,4.63,41.75
6073016807,7135,San Diego,92040,Lakeside,-116.9197122,32.8364013,11.53,16.24,15-20%,No,0.046,53.02,11.21,66.23,10.258,29.36,344.74,35.92,0.00,0.00,95.02705588,24.87,484.09,29.18,5,44.44,0,0.00,0,0.00,1,15.26,0,0.00,26.70,3.29,12.58,40.23,42.29,4.41,36.10,6.09,25.15,8.7,35.04,2.5,18.38,27.3,40.21,8.9,46.86,12.8,24.99,33.80,3.51,25.10
6065043244,7220,Riverside ,92563,Murrieta,-117.1229937,33.5472159,11.52,16.23,15-20%,No,0.057,82.10,6.18286598,7.76,9.958,28.66,822.81,91.11,0.00,0.00,123.1786426,27.63,437.9,24.59,0,0.00,1,5.91,0.01,8.56,6,63.17,1,32.80,32.30,3.98,25.19,20.96,9.10,4.08,28.10,6.71,33.40,3.3,11.73,4,30.14,14,14.12,13.6,78.74,13.2,26.90,27.93,2.90,17.32
