NAME_HUC12,HUC12,ECOREGION2013L3_1STCODE,STATE_MAJ_2013,PHWA_HEALTH_NDX_ER_2016,PHWA_VULN_NDX_ER_2016,PHWA_LANDSC_SUBNDX_ER_2016,PHWA_HYDRO_SUBNDX_ER_2016,PHWA_GEO_SUBNDX_ER_2016,PHWA_HAB_SUBNDX_ER_2016,PHWA_BIO_SUBNDX_ER_2016,PHWA_WQ_SUBNDX_ER_2016,PHWA_LUVLN_SUBNDX_ER_2016,PHWA_WUVLN_SUBNDX_ER_2016,PHWA_WFVLN_SUBNDX_ER_2016,PHWA_HEALTH_NDX_ER_PCT_2016,PHWA_VULN_NDX_ER_PCT_2016,PHWA_LANDSC_SUBNDX_ER_PCT_2016,PHWA_HYDRO_SUBNDX_ER_PCT_2016,PHWA_GEO_SUBNDX_ER_PCT_2016,PHWA_HAB_SUBNDX_ER_PCT_2016,PHWA_BIO_SUBNDX_ER_PCT_2016,PHWA_WQ_SUBNDX_ER_PCT_2016,PHWA_LUVLN_SUBNDX_ER_PCT_2016,PHWA_WUVLN_SUBNDX_ER_PCT_2016,PHWA_WFVLN_SUBNDX_ER_PCT_2016,PHWA_HEALTH_NDX_ST_2016,PHWA_VULN_NDX_ST_2016,PHWA_LANDSC_SUBNDX_ST_2016,PHWA_HYDRO_SUBNDX_ST_2016,PHWA_GEO_SUBNDX_ST_2016,PHWA_HAB_SUBNDX_ST_2016,PHWA_BIO_SUBNDX_ST_2016,PHWA_WQ_SUBNDX_ST_2016,PHWA_LUVLN_SUBNDX_ST_2016,PHWA_WUVLN_SUBNDX_ST_2016,PHWA_WFVLN_SUBNDX_ST_2016,PHWA_HEALTH_NDX_ST_PCT_2016,PHWA_VULN_NDX_ST_PCT_2016,PHWA_LANDSC_SUBNDX_ST_PCT_2016,PHWA_HYDRO_SUBNDX_ST_PCT_2016,PHWA_GEO_SUBNDX_ST_PCT_2016,PHWA_HAB_SUBNDX_ST_PCT_2016,PHWA_BIO_SUBNDX_ST_PCT_2016,PHWA_WQ_SUBNDX_ST_PCT_2016,PHWA_LUVLN_SUBNDX_ST_PCT_2016,PHWA_WUVLN_SUBNDX_ST_PCT_2016,PHWA_WFVLN_SUBNDX_ST_PCT_2016
Salt Creek,180300121205,6,CA,0.866536241,0.224899597,0.909625072,0.661672837,0.927865924,0.966981132,NA,NA,0.25,2.56e-5,0.424673189,75,12.39316239,75.85470085,26.4957265,56.83760684,78.94736842,NA,NA,24.67948718,14.743589740000001,23.18376068,0.846655889,0.248159216,0.858955011,0.651470073,0.91053071,0.965667762,NA,NA,0.25,2.05e-5,0.494457122,50.17221584,41.76808266,59.93111366,15.98163031,35.20091848,78.08441558,NA,NA,50.05740528,36.46383467,49.69001148
Chico Martinez Creek,180300121206,6,CA,0.897617478,0.174336697,0.939676992,0.846142983,0.908423524,0.896226415,NA,NA,0.25,0.001500692,0.2715094,87.07264957,4.700854701,91.55982906,79.48717949,48.61111111,47.58324382,NA,NA,24.67948718,40.49145299,11.11111111,0.87262134,0.203444611,0.875337068,0.8350029,0.888046712,0.892098681,NA,NA,0.25,3.64236e-4,0.359969599,60.06888634,31.84845006,74.92537313,63.8576349,28.54190586,57.39795918,NA,NA,50.05740528,51.89437428,39.05855339
180300121207-Kern River Flood Canal,180300121207,7,CA,0.708534046,0.136554286,0.795666268,0.765757596,0.886175804,0.710836039,0.384234522,NA,0.254371044,0.036608051,0.118683764,75.68922306,5.263157895,84.71177945,92.23057644,73.18295739,39.5465995,57.58513932,NA,13.53383459,27.81954887,23.80952381,0.779209876,0.159773134,0.755478418,0.765136,0.875787593,0.720437491,NA,NA,0.258370318,0.106249823,0.114699262,38.87485649,26.38346728,19.38002296,39.70149254,25.510907,16.07142857,NA,NA,62.52583238,87.48564868,22.45694604
Salt Canyon,180300121301,6,CA,0.888405392,0.340327443,0.811445786,0.791018691,0.95115709,1,NA,NA,0.379721129,0.013226082,0.628035119,83.54700855,58.33333333,27.77777778,69.12393162,69.76495726,100,NA,NA,83.33333333,59.08119658,50.53418803,0.880066506,0.357736809,0.793940746,0.789851112,0.936474165,1,NA,NA,0.381229575,0.003236082,0.68874477,63.83467279,77.68082664,23.19173364,47.69230769,47.347876,100,NA,NA,88.03673938,63.44431688,70.19517796
Cedar Canyon,180300121302,6,CA,0.755678859,0.304095853,0.886906434,0.693515221,0.931569881,1,0.266402759,NA,0.25,0,0.66228756,44.97863248,41.55982906,56.83760684,36.85897436,58.44017094,100,30.34055728,NA,24.67948718,1.816239316,55.23504274,0.859564847,0.321618143,0.849227808,0.677019953,0.912011627,1,NA,NA,0.25,0,0.71485443,54.46613088,65.3272101,47.09529277,20.06888634,35.61423651,100,NA,NA,50.05740528,15.24684271,73.61653272
Yeguas Creek-Bitterwater Creek,180300121303,6,CA,0.722937753,0.259011482,0.863267461,0.736764253,0.937923154,0.962264151,0.114469749,NA,0.250594601,0.086839155,0.439600691,38.14102564,20.08547009,42.2008547,52.02991453,61.75213675,77.01396348,10.21671827,NA,28.41880342,81.41025641,24.35897436,0.859557843,0.262101285,0.827249562,0.72892043,0.921298222,0.960763157,NA,NA,0.250508688,0.021091672,0.514703495,54.44316877,45.18943743,28.81745121,30.51664753,39.12743972,76.83209647,NA,NA,52.16991963,75.91274397,51.71067738
Woods Canyon,180300121401,6,CA,0.876535297,0.300639463,0.849008507,0.747713459,0.933004129,0.976415094,NA,NA,0.25,0.02723907,0.624679317,78.63247863,39.74358974,36.11111111,56.08974359,59.4017094,84.53276047,NA,NA,24.67948718,66.88034188,49.67948718,0.864259789,0.313848674,0.819407378,0.740586036,0.92156877,0.975476973,NA,NA,0.25,0.006626079,0.684919943,56.44087256,61.95177956,27.07233065,33.06544202,39.31113662,81.12244898,NA,NA,50.05740528,67.85304248,69.82778416
Franciscan Creek,180300121402,6,CA,0.823151226,0.279886991,0.790528381,0.791582357,0.946343223,0.764150943,NA,NA,0.25,0.004024748999999999,0.585636223,61.64529915,30.02136752,23.93162393,69.33760684,66.45299145,19.22663802,NA,NA,24.67948718,49.03846154,45.2991453,0.815421015,0.299936971,0.773738963,0.789781005,0.943394365,0.754769729,NA,NA,0.25,9.86383e-4,0.648824529,42.91618829,57.29047072,21.21699196,47.64638347,51.36624569,21.86920223,NA,NA,50.05740528,57.2445465,65.74052813
Packwood Creek,180300121403,6,CA,0.662859898,0.262139328,0.75820466,0.746722714,0.844413792,0.83490566,0.130052664,NA,0.251189202,0.333589672,0.201639109,27.56410256,21.47435897,19.55128205,55.76923077,29.38034188,28.89366273,13.00309598,NA,31.73076923,96.36752137,5.876068376,0.782827588,0.219872496,0.743799274,0.741419105,0.817753164,0.82833881,NA,NA,0.251017377,0.108224621,0.30037549,39.21928817,35.06314581,18.64523536,33.34098737,16.76234214,36.89703154,NA,NA,53.98392652,87.96785304,34.97129736
Salt Spring,180300121404,7,CA,0.714828163,0.198770142,0.702346393,0.99411446,0.747098035,0.746347403,0.384234522,NA,0.257635297,0.012645217,0.326029913,77.69423559,36.09022556,72.18045113,99.74937343,27.56892231,56.67506297,57.58513932,NA,17.04260652,9.022556391,65.16290727,0.794550539,0.201767227,0.684320691,0.993715161,0.745396575,0.754769729,NA,NA,0.257630326,0.036668756,0.311002599,40.41331803,31.54994259,14.25947187,98.43857635,9.529276693,21.86920223,NA,NA,61.99770379,79.93111366,35.56831228
180300121405,180300121405,7,CA,0.708715638,0.165315675,0.621972043,0.791024224,1,0.746347403,0.384234522,NA,0.25,0.07082766,0.175119366,75.93984962,17.29323308,49.12280702,95.73934837,100,56.67506297,57.58513932,NA,6.766917293,49.12280702,36.09022556,0.789073609,0.207834715,0.615394512,0.786130194,1,0.754769729,NA,NA,0.25,0.205554945,0.167949199,39.8163031,32.56027555,9.437428243,46.38346728,100,21.86920223,NA,NA,50.05740528,92.60619977,26.03903559
Media Agua Creek,180300121501,7,CA,0.877278967,0.248646176,0.949279019,0.772193632,0.934761724,0.852881494,NA,NA,0.25,0,0.495938528,97.99498747,59.64912281,99.2481203,93.23308271,87.71929825,79.09319899,NA,NA,6.766917293,0.501253133,81.45363409,0.863478432,0.239571317,0.894090288,0.771442007,0.930614992,0.857766443,NA,NA,0.25,0,0.468713951,55.98163031,39.60964409,83.65097589,41.58438576,43.94948335,44.99072356,NA,NA,50.05740528,15.24684271,47.48564868
180300121502,180300121502,7,CA,0.750486381,0.169487712,0.913700359,0.79809167,0.910057952,0.746347403,0.384234522,NA,0.25,0.006039859999999999,0.252423277,85.71428571,19.04761905,97.7443609,96.49122807,80.70175439,56.67506297,57.58513932,NA,6.766917293,6.26566416,55.13784461,0.8267453,0.169375669,0.848751946,0.797706498,0.905753025,0.754769729,NA,NA,0.25,0.01752887,0.240598138,45.02870264,27.62342135,46.4293915,49.85074627,33.50172216,21.86920223,NA,NA,50.05740528,74.39724455,31.02181401
Bitterwater Valley,180300121503,7,CA,0.766146595,0.154834016,0.90773379,0.790744966,0.961087882,0.786931818,0.384234522,NA,0.25101804,0.006249582,0.207234428,87.96992481,12.53132832,96.9924812,95.4887218,95.98997494,67.00251889,57.58513932,NA,8.771929825,6.516290727,42.10526316,0.846501037,0.156018386,0.843816215,0.790661704,0.957519655,0.794006572,NA,NA,0.251017377,0.017573744,0.199464037,50.10332951,25.85533869,39.72445465,47.94489093,61.33180253,29.52226345,NA,NA,53.98392652,74.42020666,27.76119403
Town of Lost Hills,180300121504,7,CA,0.694946415,0.133690514,0.63082802,0.7748835,0.938438629,0.746347403,0.384234522,NA,0.261060337,0.073197308,0.066813896,71.17794486,4.511278195,53.63408521,93.48370927,89.47368421,56.67506297,57.58513932,NA,20.30075188,51.62907268,12.53132832,0.767983415,0.178129506,0.622509197,0.761283067,0.933371669,0.754769729,NA,NA,0.265136453,0.204069534,0.065182529,37.77267509,28.65671642,10.01148106,38.62227325,45.53386912,21.86920223,NA,NA,65.94718714,92.53731343,17.9793341
180300121505,180300121505,7,CA,0.684116129,0.14726197,0.641669573,0.78159205,0.866737097,0.746347403,0.384234522,NA,0.25874268499999997,0.055963128,0.127080097,66.66666667,7.769423559,57.64411028,94.23558897,66.91729323,56.67506297,57.58513932,NA,18.04511278,39.59899749,25.81453634,0.753870701,0.184652417,0.631166584,0.768972337,0.860574153,0.754769729,NA,NA,0.269148284,0.162368428,0.122440538,36.55568312,29.32261768,10.60849598,41.01033295,22.61768083,21.86920223,NA,NA,67.73823192,90.72330654,23.16877153
180300121506,180300121506,7,CA,0.702366721,0.142052081,0.625709276,0.755544474,0.999997933,0.746347403,0.384234522,NA,0.25050902,0.069435435,0.106211788,73.68421053,6.766917293,51.37844612,90.97744361,99.49874687,56.67506297,57.58513932,NA,8.270676692,48.37092732,19.54887218,0.772675352,0.185010047,0.618258413,0.718028263,0.999645003,0.754769729,NA,NA,0.250508688,0.201479916,0.103041537,38.163031,29.39150402,9.598163031,28.08266361,94.94833525,21.86920223,NA,NA,52.16991963,92.44546498,21.42365098
Santos Creek,180300121601,6,CA,0.860710911,0.259961187,0.927992959,0.673736424,0.91658596,0.924528302,NA,NA,0.25,0,0.529883562,72.75641026,20.40598291,87.07264957,30.34188034,51.38888889,60.68743287,NA,NA,24.67948718,1.816239316,36.21794872,0.837125604,0.28079704,0.871025782,0.662310533,0.893639787,0.921526313,NA,NA,0.25,0,0.592391121,47.46268657,50.97588978,71.59586682,17.9793341,29.85074627,66.23376623,NA,NA,50.05740528,15.24684271,59.40298507
180300121602-Kern River Flood Canal,180300121602,7,CA,0.719351313,0.150382847,0.75022541,0.767689018,0.897529693,0.797077922,0.384234522,NA,0.25421981,0.069848633,0.127080097,79.44862155,10.27568922,79.94987469,92.73182957,76.94235589,68.76574307,57.58513932,NA,13.03258145,48.62155388,25.81453634,0.794597776,0.193482659,0.720084181,0.764928582,0.889562556,0.803815783,NA,NA,0.255605235,0.202402205,0.122440538,40.43628014,30.33295063,16.99196326,39.56371986,28.93226177,31.9109462,NA,NA,60.1836969,92.4684271,23.16877153
180300121603,180300121603,7,CA,0.793232712,0.213757442,0.874894736,0.966067181,0.943889199,0.797077922,0.384234522,NA,0.254954188,0.010912011,0.375406126,91.22807018,43.60902256,93.48370927,99.2481203,91.47869674,68.76574307,57.58513932,NA,14.03508772,8.020050125,70.9273183,0.883163399,0.215564196,0.821372983,0.967128181,0.940336649,0.803815783,NA,NA,0.260850694,0.031643961,0.354197933,65.53386912,34.16762342,27.32491389,96.41791045,49.59816303,31.9109462,NA,NA,63.97244546,78.66819747,38.64523536
Kern River Flood Canal-Kern River Channel,180300121604,7,CA,0.687299378,0.155871983,0.685603675,0.651367585,0.968943703,0.746347403,0.384234522,NA,0.254371044,0.037635451,0.175609455,68.42105263,12.78195489,68.42105263,69.4235589,97.24310777,56.67506297,57.58513932,NA,13.53383459,28.82205514,36.5914787,0.755426127,0.178441967,0.66618666,0.638466222,0.962281899,0.754769729,NA,NA,0.258370318,0.109189628,0.167765955,36.6934558,28.70264064,12.88174512,14.05281286,65.05166475,21.86920223,NA,NA,62.52583238,88.01377727,25.99311137
Upper Avenal Creek,180300121701,6,CA,0.865742779,0.297397565,0.868361707,0.643414778,0.95119463,1,NA,NA,0.251,8.84e-7,0.641597211,74.57264957,37.60683761,44.12393162,20.94017094,69.97863248,100,NA,NA,28.41880342,3.739316239,52.45726496,0.851715035,0.317375251,0.838608611,0.631869099,0.936382431,1,NA,NA,0.251,7.09e-7,0.701616356,52.00918485,63.53616533,34.74167623,13.22617681,47.27898967,100,NA,NA,52.16991963,21.33180253,71.82548794
Cottonwood Creek,180300121702,6,CA,0.897755976,0.334576653,0.855770305,0.7820763,0.953177299,1,NA,NA,0.252,7.07e-7,0.751945449,87.17948718,56.83760684,38.67521368,66.77350427,71.04700855,100,NA,NA,34.18803419,3.418803419,66.77350427,0.887501839,0.351664479,0.830924295,0.77864055,0.94044251,1,NA,NA,0.252,5.67e-7,0.803466804,68.42709529,76.02755454,30.01148106,43.78874856,49.62112514,100,NA,NA,55.10907003,20.61997704,83.32950631
Lower Avenal Creek,180300121703,6,CA,0.869913376,0.278817051,0.903590375,0.781111308,0.917593329,0.877358491,NA,NA,0.251189202,0.030036271,0.55522568,75.96153846,29.27350427,69.44444444,66.34615385,52.02991453,40.81632653,NA,NA,31.73076923,67.84188034,38.9957265,0.85159371,0.292118632,0.852928374,0.776887214,0.904078994,0.872480259,NA,NA,0.251017377,0.007295848000000001,0.61804267,51.94029851,54.35132032,52.49138921,43.28358209,32.72101033,49.23469388,NA,NA,53.98392652,68.22043628,61.79104478
Alamo Solo Spring,180300121704,6,CA,0.716074385,0.272061052,0.756826815,0.78861635,0.944043918,0.976415094,0.114469749,NA,0.255351409,0.224659364,0.336172383,36.21794872,25.42735043,19.12393162,68.16239316,65.27777778,84.53276047,10.21671827,NA,43.58974359,92.30769231,15.5982906,0.859598989,0.241999944,0.73789476,0.787033757,0.937990466,0.975476973,NA,NA,0.254578196,0.054560518,0.416861118,54.53501722,40.16073479,18.18599311,46.70493685,48.15154994,81.12244898,NA,NA,59.21928817,82.9391504,43.58208955
Big Tar Creek,180300121801,6,CA,0.704763972,0.23592167,0.716232363,0.791841228,0.910710482,0.990566038,0.114469749,NA,0.25,0.152419825,0.305345186,35.04273504,14.63675214,13.88888889,69.44444444,50,92.26638024,10.21671827,NA,24.67948718,88.35470085,13.56837607,0.847204108,0.235519484,0.712144586,0.786835703,0.899645352,0.990190789,NA,NA,0.25,0.063196029,0.393362424,50.42479908,38.57634902,16.46383467,46.63605052,31.54994259,85.59833024,NA,NA,50.05740528,83.83467279,41.74512055
Arroyo Ramoso,180300121802,6,CA,0.742016116,0.262081085,0.733893626,0.98543738299999994,0.890430764,0.985849057,0.114469749,NA,0.318309952,0.188208003,0.279725298,41.66666667,21.36752137,15.91880342,99.57264957,43.26923077,89.47368421,10.21671827,NA,72.97008547,91.02564103,11.75213675,0.893332055,0.244786573,0.72943585,0.983662981,0.874943207,0.985286184,NA,NA,0.315991956,0.045801446,0.372566318,72.07807118,40.9184845,17.4282434,97.70378875,25.37313433,84.0445269,NA,NA,79.38002296,81.72215844,40.04592423
El Rincon,180300121803,6,CA,0.702967753,0.265857742,0.644906868,0.996367401,0.75909475,1,0.114469749,NA,0.409271141,0.082679129,0.305622956,34.4017094,23.18376068,8.44017094,99.67948718,16.23931624,100,10.21671827,NA,88.35470085,80.55555556,13.67521368,0.840444921,0.270928672,0.627684855,0.99598761,0.738107221,1,NA,NA,0.404203651,0.020075385,0.388506981,48.49598163,47.62342135,10.40183697,98.62227325,9.184845006,100,NA,NA,89.98851894,75.49942595,41.33180253
Arroyo Tozo,180300121901,7,CA,0.648817174,0.169660701,0.705567787,0.662174917,0.745761242,0.746347403,0.384234522,NA,0.25050902,0.038766679,0.219706405,53.38345865,19.29824561,72.93233083,77.19298246,26.56641604,56.67506297,57.58513932,NA,8.270676692,29.57393484,44.86215539,0.711050109,0.191360668,0.684595582,0.661396989,0.743438136,0.754769729,NA,NA,0.250508688,0.112451554,0.211121762,29.46039036,30.03444317,14.35132032,17.74971297,9.437428243,21.86920223,NA,NA,52.16991963,88.17451206,28.65671642
Hacienda Spillway,180300121902,7,CA,0.655477585,0.182677935,0.660520343,0.555704444,0.930581212,0.746347403,0.384234522,NA,0.25,0.032893506,0.265140298,57.64411028,26.56641604,61.40350877,22.30576441,86.96741855,56.67506297,57.58513932,NA,6.766917293,24.31077694,57.64411028,0.705540137,0.199212198,0.645417526,0.49656805,0.925405242,0.754769729,NA,NA,0.25,0.095472355,0.252164241,27.92192882,31.20551091,11.38920781,3.260619977,41.35476464,21.86920223,NA,NA,50.05740528,86.63605052,32.05510907
180300121903,180300121903,7,CA,0.664504498,0.145328571,0.701039564,0.585754832,0.905146168,0.746347403,0.384234522,NA,0.25,0.036923805,0.149061909,59.89974937,7.518796992,71.67919799,28.07017544,79.19799499,56.67506297,57.58513932,NA,6.766917293,28.07017544,30.075187970000002,0.702205661,0.166802271,0.677081455,0.510670409,0.866301051,0.754769729,NA,NA,0.25,0.10717017,0.143236644,27.23306544,27.21010333,13.63949483,3.719862227,23.88059701,21.86920223,NA,NA,50.05740528,87.7152698,24.63834673
Guernsey Slough,180300122001,7,CA,0.79271644,0.16610029,0.59403832,0.650620934,0.936352611,0.989853896,NA,NA,0.293849531,0.088974761,0.115476579,90.97744361,17.54385965,26.06516291,68.92230576,88.47117794,96.47355164,NA,NA,45.61403509,61.40350877,22.80701754,0.788841139,0.216394306,0.593705438,0.643211062,0.928257267,0.990190789,NA,NA,0.294515066,0.242396313,0.11227154,39.77037887,34.32835821,6.567164179,14.69575201,42.66360505,85.59833024,NA,NA,75.43053961,94.14466131,22.31917336
Sand Slough,180300122002,7,CA,0.772860195,0.181868022,0.537050726,0.607705928,0.946684126,1,NA,NA,0.317509205,0.118052473,0.110042387,88.72180451,25.31328321,12.28070175,40.10025063,93.23308271,100,NA,NA,54.38596491,75.68922306,20.30075188,0.773101062,0.223010758,0.5455615,0.60838016,0.938462588,1,NA,NA,0.334817401,0.227165265,0.107049608,38.20895522,35.75200918,4.47761194,10.21814007,48.45005741,100,NA,NA,82.22732491,93.54764638,21.74512055
Mussel Slough,180300122003,7,CA,0.703605766,0.17222238,0.589767809,0.651666093,0.976611602,0.81737013,0.482613197,NA,0.321979994,0.094154595,0.100532551,74.68671679,20.55137845,23.55889724,69.67418546,97.7443609,73.04785894,73.68421053,NA,56.64160401,63.65914787,17.79448622,0.757155855,0.226408375,0.590839115,0.644292085,0.970058017,0.823434205,NA,NA,0.329210543,0.252103354,0.097911227,36.85419059,36.6934558,6.383467279,14.87944891,71.50401837,35.85343228,NA,NA,81.53846154,94.39724455,21.05625718
Jacobs Slough,180300122004,7,CA,0.757999078,0.173906793,0.580627317,0.644100021,0.970080615,0.944196429,0.650991009,NA,0.313200046,0.107987782,0.100532551,86.96741855,21.80451128,21.05263158,64.41102757,97.49373434,89.16876574,88.54489164,NA,52.38095238,71.67919799,17.79448622,0.781865597,0.228022017,0.58253149,0.64126391,0.957617647,0.94604934,NA,NA,0.318711584,0.267443241,0.097911227,39.03559127,37.03788749,5.901262916,14.42020666,61.37772675,72.54174397,NA,NA,80,94.76463835,21.05625718
Jacobs Ditch-Frontal Tulare Lake Bed,180300122005,7,CA,0.629039402,0.148705131,0.603799862,0.554742898,0.943225452,0.984780844,0.058647955,NA,0.261565987,0.134283131,0.050266275,44.61152882,9.022556391,37.09273183,21.30325815,91.22807018,95.46599496,5.263157895,NA,21.05263158,80.70175439,8.771929825,0.753084261,0.217991002,0.601046559,0.494794949,0.931209351,0.985286184,NA,NA,0.266452019,0.337912632,0.049608355,36.5097589,34.69575201,7.898966705,3.122847302,44.29391504,84.0445269,NA,NA,66.6130884,96.62456946,16.6934558
Town of Poplar,180300122101,7,CA,0.718644335,0.207833072,0.601047595,0.63913368,0.888048664,0.746347403,NA,NA,0.310802599,0.110272969,0.20242365,79.19799499,40.60150376,33.83458647,59.64912281,74.68671679,56.67506297,NA,NA,51.62907268,72.68170426,41.60401003,0.717341311,0.27351157,0.598750678,0.635483828,0.880361009,0.754769729,NA,NA,0.31770387,0.307008384,0.195822454,31.04477612,48.40413318,7.256027555,13.59357061,26.63605052,21.86920223,NA,NA,79.74741676,95.91274397,27.48564868
Lamberson Ditch-Frontal Tulare Lake Bed,180300122102,7,CA,0.616403781,0.175381876,0.601717575,0.493636198,0.823017356,0.827516234,0.336131541,NA,0.274910235,0.100436566,0.150798826,39.09774436,22.30576441,34.83709273,8.270676692,51.12781955,75.06297229,46.43962848,NA,35.58897243,67.1679198,30.5764411,0.671625421,0.245277613,0.599631435,0.44726904,0.806357794,0.833243416,NA,NA,0.298515193,0.291103548,0.146214099,20.41331803,41.07921929,7.439724455,1.262916188,15.26980482,38.19573284,NA,NA,76.18828932,95.33869116,24.82204363
Homeland Canal-Frontal Tulare Lake Bed,180300122103,7,CA,0.611778894,0.198005413,0.607474902,0.408187582,0.80671359,0.873173701,0.363344697,NA,0.26839854,0.109363526,0.216254174,36.84210526,35.58897243,39.59899749,1.253132832,46.86716792,81.86397985,50.46439628,NA,29.57393484,72.18045113,43.85964912,0.66161549,0.264082343,0.603928509,0.388965591,0.776182996,0.877384864,NA,NA,0.269080646,0.31438072,0.208785662,18.43857635,45.6946039,8.12858783,0.27554535,12.14695752,53.15398887,NA,NA,67.69230769,96.00459242,28.49598163
Liberty Farms South Canal-Frontal Tulare Lake Bed,180300122104,7,CA,0.685466614,0.157773919,0.607300058,0.807258073,0.882193014,0.746347403,0.384234522,NA,0.293130581,0.061997503,0.118193675,66.91729323,13.78446115,39.34837093,96.74185464,71.92982456,56.67506297,57.58513932,NA,44.61152882,44.36090226,23.30827068,0.74184182,0.213097718,0.603873074,0.74105881,0.867665665,0.754769729,NA,NA,0.344464869,0.179945779,0.114882507,35.79793341,33.7543054,8.105625718,33.2032147,24.13318025,21.86920223,NA,NA,83.78874856,91.50401837,22.59471871
Arroyo Doblegado,180300122201,7,CA,0.716739584,0.18221857,0.702870735,0.75761143,0.827589927,0.97463474,0.320991088,NA,0.255599218,0.017141492,0.273915,78.19548872,25.56390977,72.68170426,91.72932331,52.88220551,94.45843829,41.48606811,NA,14.78696742,14.03508772,59.89974937,0.805981032,0.188902609,0.687532465,0.759017592,0.801897096,0.975476973,NA,NA,0.255595572,0.049534765,0.261577489,41.60734788,29.78185993,14.62686567,38.02525832,14.74167623,81.12244898,NA,NA,60.16073479,82.27324914,32.56027555
Arroyo Robador-Frontal Tulare Lake Bed,180300122202,6,CA,0.618359918,0.244551082,0.688370515,0.575850317,0.844795559,0.896226415,0.086556785,NA,0.274324829,0.252343115,0.206985302,21.04700855,16.45299145,10.68376068,10.256410259999999,29.59401709,47.58324382,6.346749226,NA,58.33333333,93.91025641,6.623931624,0.783792216,0.212389177,0.688490556,0.70490238,0.849677249,0.892098681,NA,NA,0.272829028,0.063688145,0.300650357,39.33409874,33.54764638,14.74167623,25.46498278,20.75774971,57.39795918,NA,NA,69.52927669,83.92652124,35.01722158
Arroyo Culebrino-Frontal Tulare Lake Bed,180300122203,6,CA,0.661005,0.268350037,0.723405659,0.710007228,0.785103017,1,0.086509096,NA,0.252973005,0.333381219,0.218695887,27.35042735,23.93162393,14.42307692,42.41452991,20.40598291,100,6.191950464,NA,38.14102564,96.15384615,7.371794872,0.810668774,0.224576656,0.714069751,0.774711043,0.753894301,1,NA,NA,0.252543442,0.106542344,0.314644182,42.27324914,36.05051665,16.64753157,42.45694604,10.05740528,100,NA,NA,56.90011481,87.55453502,35.88978186
Arroyo Vadoso,180300122301,7,CA,0.810936923,0.187485109,0.660314667,0.756817177,0.857054159,0.969561688,NA,NA,0.258653337,0.055454357,0.248347633,93.48370927,28.82205514,60.90225564,91.47869674,63.90977444,93.45088161,NA,NA,17.79448622,38.84711779,52.88220551,0.804056291,0.218640885,0.649594084,0.75821338,0.837845331,0.970572367,NA,NA,0.258647703,0.160593264,0.236681689,41.30884041,34.78760046,11.77956372,37.74971297,18.92078071,79.56864564,NA,NA,62.89322618,90.60849598,30.60849598
Arroyo Torcido,180300122302,7,CA,0.799377588,0.186148228,0.68782727,0.726388645,0.839098006,0.944196429,NA,NA,0.257635297,0.024310613,0.276498772,91.97994987,28.57142857,68.92230576,89.72431078,57.64411028,89.16876574,NA,NA,17.04260652,19.04761905,60.40100251,0.790631703,0.196857341,0.67392706,0.729269043,0.813281369,0.94604934,NA,NA,0.257630326,0.070516837,0.26242486,39.90815155,30.83811711,13.3869116,30.63145809,16.16532721,72.54174397,NA,NA,61.99770379,84.50057405,32.60619977
180300122303-Frontal Tulare Lake Bed,180300122303,7,CA,0.627675648,0.124507815,0.600443929,0.645065052,0.888048275,0.964488636,0.040332345,NA,0.250800443,0.072456727,0.050266275,43.85964912,3.007518797,33.08270677,65.16290727,74.43609023,92.44332494,3.405572755,NA,8.521303258,50.37593985,8.771929825,0.767334847,0.17017152,0.59981814,0.629648225,0.874205263,0.965667762,NA,NA,0.251146965,0.20975924,0.049608355,37.72675086,27.78415614,7.508610792,12.8358209,25.23536165,78.08441558,NA,NA,54.07577497,92.76693456,16.6934558
180300122304-Frontal Tulare Lake Bed,180300122304,7,CA,0.831241457,0.147453249,0.600284485,0.776283356,0.948397989,1,NA,NA,0.25050902,0.079091243,0.112759483,95.23809524,8.020050125,32.33082707,93.73433584,94.23558897,100,NA,NA,8.270676692,54.63659148,21.05263158,0.823849424,0.196532094,0.599970204,0.759438699,0.935988794,1,NA,NA,0.250508688,0.22942702,0.109660574,44.52353617,30.76923077,7.646383467,38.14006889,46.9804822,100,NA,NA,52.16991963,93.63949483,22.06659013
Upper Blakeley Canal-Tulare Lake Bed,180300122401,7,CA,0.593132363,0.164847006,0.604366516,0.586510682,0.73383381,1,0.040950805,NA,0.25050902,0.048401089,0.19563091,29.8245614,16.79197995,38.59649123,28.32080201,24.56140351,100,3.715170279,NA,8.270676692,34.83709273,40.85213033,0.727526442,0.193415311,0.601581011,0.584915191,0.723609565,1,NA,NA,0.250508688,0.140442205,0.189295039,33.3869116,30.30998852,8.03673938,7.990815155,8.40413318,100,NA,NA,52.16991963,89.52927669,27.09529277
Tulare Lake Canal-Tulare Lake Bed,180300122402,7,CA,0.581534931,0.124452394,0.601081244,0.49218305,0.781127665,0.97463474,0.058647955,NA,0.25,0.123357182,0,26.06516291,2.756892231,34.08521303,7.268170426,36.5914787,94.45843829,5.263157895,NA,6.766917293,77.69423559,1.253132832,0.708435732,0.194471805,0.599899193,0.492008244,0.766358518,0.975476973,NA,NA,0.25,0.333415416,0,28.77152698,30.47072331,7.57749713,2.962112514,11.06773823,81.12244898,NA,NA,50.05740528,96.37198622,4.179104478
